physical_quantity,power,energy,voltage
type,active,reactive,
,,,
2012-01-01 00:00:00,61.0,370.0,774.0
2012-01-01 00:00:01,254.0,323.0,854.0
2012-01-01 00:00:02,604.0,680.0,994.0
2012-01-01 00:00:03,335.0,680.0,337.0
2012-01-01 00:00:04,996.0,478.0,939.0
2012-01-01 00:00:05,163.0,313.0,138.0
2012-01-01 00:00:06,406.0,342.0,267.0
2012-01-01 00:00:07,450.0,339.0,470.0
2012-01-01 00:00:08,290.0,608.0,506.0
2012-01-01 00:00:09,961.0,427.0,180.0
2012-01-01 00:00:10,234.0,804.0,279.0
2012-01-01 00:00:11,722.0,728.0,132.0
2012-01-01 00:00:12,201.0,924.0,306.0
2012-01-01 00:00:13,366.0,583.0,273.0
2012-01-01 00:00:14,375.0,632.0,359.0
2012-01-01 00:00:15,156.0,249.0,332.0
2012-01-01 00:00:16,288.0,40.0,768.0
2012-01-01 00:00:17,62.0,488.0,633.0
2012-01-01 00:00:18,593.0,79.0,23.0
2012-01-01 00:00:19,605.0,936.0,510.0
2012-01-01 00:00:20,565.0,5.0,738.0
2012-01-01 00:00:21,441.0,984.0,247.0
2012-01-01 00:00:22,145.0,836.0,742.0
2012-01-01 00:00:23,842.0,557.0,368.0
2012-01-01 00:00:24,119.0,866.0,429.0
2012-01-01 00:00:25,649.0,337.0,790.0
2012-01-01 00:00:26,36.0,87.0,159.0
2012-01-01 00:00:27,672.0,744.0,939.0
2012-01-01 00:00:28,997.0,71.0,172.0
2012-01-01 00:00:29,654.0,485.0,678.0
2012-01-01 00:00:30,31.0,746.0,359.0
2012-01-01 00:00:31,798.0,872.0,963.0
2012-01-01 00:00:32,397.0,13.0,306.0
2012-01-01 00:00:33,553.0,361.0,588.0
2012-01-01 00:00:34,561.0,542.0,17.0
2012-01-01 00:00:35,723.0,23.0,783.0
2012-01-01 00:00:36,138.0,917.0,50.0
2012-01-01 00:00:37,675.0,719.0,450.0
2012-01-01 00:00:38,13.0,866.0,872.0
2012-01-01 00:00:39,762.0,338.0,906.0
2012-01-01 00:00:40,97.0,891.0,236.0
2012-01-01 00:00:41,909.0,193.0,491.0
2012-01-01 00:00:42,364.0,845.0,887.0
2012-01-01 00:00:43,537.0,588.0,18.0
2012-01-01 00:00:44,77.0,297.0,105.0
2012-01-01 00:00:45,984.0,778.0,674.0
2012-01-01 00:00:46,681.0,353.0,807.0
2012-01-01 00:00:47,629.0,3.0,431.0
2012-01-01 00:00:48,864.0,393.0,613.0
2012-01-01 00:00:49,684.0,86.0,519.0
2012-01-01 00:00:50,358.0,75.0,17.0
2012-01-01 00:00:51,66.0,112.0,643.0
2012-01-01 00:00:52,532.0,955.0,584.0
2012-01-01 00:00:53,240.0,555.0,572.0
2012-01-01 00:00:54,603.0,126.0,718.0
2012-01-01 00:00:55,986.0,374.0,579.0
2012-01-01 00:00:56,119.0,793.0,577.0
2012-01-01 00:00:57,340.0,529.0,511.0
2012-01-01 00:00:58,65.0,134.0,637.0
2012-01-01 00:00:59,403.0,171.0,888.0
2012-01-01 00:01:00,975.0,461.0,607.0
2012-01-01 00:01:01,590.0,825.0,49.0
2012-01-01 00:01:02,669.0,893.0,687.0
2012-01-01 00:01:03,326.0,23.0,464.0
2012-01-01 00:01:04,336.0,102.0,4.0
2012-01-01 00:01:05,438.0,768.0,760.0
2012-01-01 00:01:06,945.0,298.0,724.0
2012-01-01 00:01:07,124.0,157.0,323.0
2012-01-01 00:01:08,708.0,808.0,380.0
2012-01-01 00:01:09,404.0,787.0,403.0
2012-01-01 00:01:10,292.0,505.0,336.0
2012-01-01 00:01:11,840.0,991.0,496.0
2012-01-01 00:01:12,150.0,211.0,382.0
2012-01-01 00:01:13,776.0,217.0,80.0
2012-01-01 00:01:14,723.0,374.0,222.0
2012-01-01 00:01:15,721.0,212.0,90.0
2012-01-01 00:01:16,318.0,25.0,235.0
2012-01-01 00:01:17,294.0,142.0,189.0
2012-01-01 00:01:18,761.0,57.0,619.0
2012-01-01 00:01:19,30.0,210.0,103.0
2012-01-01 00:01:20,620.0,707.0,628.0
2012-01-01 00:01:21,292.0,61.0,447.0
2012-01-01 00:01:22,46.0,710.0,55.0
2012-01-01 00:01:23,239.0,784.0,393.0
2012-01-01 00:01:24,810.0,188.0,141.0
2012-01-01 00:01:25,886.0,721.0,112.0
2012-01-01 00:01:26,392.0,207.0,72.0
2012-01-01 00:01:27,266.0,666.0,733.0
2012-01-01 00:01:28,141.0,781.0,796.0
2012-01-01 00:01:29,138.0,398.0,171.0
2012-01-01 00:01:30,13.0,474.0,638.0
2012-01-01 00:01:31,2.0,651.0,313.0
2012-01-01 00:01:32,781.0,296.0,784.0
2012-01-01 00:01:33,720.0,751.0,865.0
2012-01-01 00:01:34,221.0,598.0,419.0
2012-01-01 00:01:35,792.0,245.0,999.0
2012-01-01 00:01:36,799.0,406.0,936.0
2012-01-01 00:01:37,463.0,223.0,298.0
2012-01-01 00:01:38,969.0,56.0,673.0
2012-01-01 00:01:39,638.0,160.0,312.0
2012-01-01 00:01:40,923.0,50.0,187.0
2012-01-01 00:01:41,134.0,999.0,129.0
2012-01-01 00:01:42,674.0,47.0,262.0
2012-01-01 00:01:43,460.0,251.0,66.0
2012-01-01 00:01:44,728.0,326.0,445.0
2012-01-01 00:01:45,504.0,694.0,235.0
2012-01-01 00:01:46,346.0,661.0,155.0
2012-01-01 00:01:47,772.0,65.0,47.0
2012-01-01 00:01:48,439.0,419.0,535.0
2012-01-01 00:01:49,671.0,853.0,453.0
2012-01-01 00:01:50,598.0,941.0,461.0
2012-01-01 00:01:51,54.0,372.0,398.0
2012-01-01 00:01:52,635.0,938.0,958.0
2012-01-01 00:01:53,61.0,709.0,661.0
2012-01-01 00:01:54,491.0,471.0,589.0
2012-01-01 00:01:55,24.0,474.0,444.0
2012-01-01 00:01:56,677.0,434.0,845.0
2012-01-01 00:01:57,84.0,464.0,461.0
2012-01-01 00:01:58,608.0,745.0,441.0
2012-01-01 00:01:59,264.0,233.0,977.0
2012-01-01 00:02:00,889.0,394.0,816.0
2012-01-01 00:02:01,491.0,220.0,964.0
2012-01-01 00:02:02,855.0,52.0,196.0
2012-01-01 00:02:03,905.0,257.0,342.0
2012-01-01 00:02:04,543.0,448.0,95.0
2012-01-01 00:02:05,657.0,783.0,783.0
2012-01-01 00:02:06,420.0,310.0,570.0
2012-01-01 00:02:07,54.0,215.0,693.0
2012-01-01 00:02:08,338.0,251.0,295.0
2012-01-01 00:02:09,128.0,778.0,242.0
2012-01-01 00:02:10,231.0,82.0,132.0
2012-01-01 00:02:11,20.0,566.0,915.0
2012-01-01 00:02:12,377.0,977.0,993.0
2012-01-01 00:02:13,534.0,978.0,265.0
2012-01-01 00:02:14,497.0,943.0,868.0
2012-01-01 00:02:15,172.0,33.0,444.0
2012-01-01 00:02:16,831.0,508.0,938.0
2012-01-01 00:02:17,363.0,340.0,63.0
2012-01-01 00:02:18,679.0,43.0,110.0
2012-01-01 00:02:19,974.0,917.0,656.0
2012-01-01 00:02:20,297.0,518.0,959.0
2012-01-01 00:02:21,243.0,895.0,179.0
2012-01-01 00:02:22,920.0,185.0,789.0
2012-01-01 00:02:23,457.0,694.0,817.0
2012-01-01 00:02:24,685.0,783.0,844.0
2012-01-01 00:02:25,170.0,674.0,636.0
2012-01-01 00:02:26,313.0,669.0,432.0
2012-01-01 00:02:27,836.0,550.0,828.0
2012-01-01 00:02:28,453.0,101.0,383.0
2012-01-01 00:02:29,869.0,723.0,678.0
2012-01-01 00:02:30,389.0,772.0,758.0
2012-01-01 00:02:31,902.0,78.0,81.0
2012-01-01 00:02:32,740.0,234.0,666.0
2012-01-01 00:02:33,918.0,220.0,471.0
2012-01-01 00:02:34,216.0,723.0,429.0
2012-01-01 00:02:35,532.0,551.0,103.0
2012-01-01 00:02:36,705.0,815.0,432.0
2012-01-01 00:02:37,889.0,681.0,685.0
2012-01-01 00:02:38,619.0,851.0,522.0
2012-01-01 00:02:39,193.0,238.0,700.0
2012-01-01 00:02:40,654.0,281.0,386.0
2012-01-01 00:02:41,401.0,531.0,983.0
2012-01-01 00:02:42,58.0,719.0,488.0
2012-01-01 00:02:43,214.0,102.0,649.0
2012-01-01 00:02:44,469.0,595.0,943.0
2012-01-01 00:02:45,713.0,281.0,944.0
2012-01-01 00:02:46,981.0,139.0,326.0
2012-01-01 00:02:47,444.0,352.0,363.0
2012-01-01 00:02:48,445.0,529.0,760.0
2012-01-01 00:02:49,815.0,894.0,427.0
2012-01-01 00:02:50,553.0,970.0,843.0
2012-01-01 00:02:51,287.0,419.0,419.0
2012-01-01 00:02:52,905.0,997.0,356.0
2012-01-01 00:02:53,748.0,362.0,168.0
2012-01-01 00:02:54,478.0,130.0,631.0
2012-01-01 00:02:55,559.0,175.0,48.0
2012-01-01 00:02:56,422.0,743.0,504.0
2012-01-01 00:02:57,762.0,490.0,971.0
2012-01-01 00:02:58,569.0,143.0,924.0
2012-01-01 00:02:59,368.0,704.0,603.0
2012-01-01 00:03:00,300.0,455.0,865.0
2012-01-01 00:03:01,847.0,443.0,757.0
2012-01-01 00:03:02,615.0,857.0,277.0
2012-01-01 00:03:03,920.0,855.0,262.0
2012-01-01 00:03:04,916.0,64.0,379.0
2012-01-01 00:03:05,897.0,241.0,784.0
2012-01-01 00:03:06,731.0,815.0,146.0
2012-01-01 00:03:07,989.0,814.0,251.0
2012-01-01 00:03:08,188.0,909.0,823.0
2012-01-01 00:03:09,156.0,769.0,10.0
2012-01-01 00:03:10,543.0,750.0,621.0
2012-01-01 00:03:11,674.0,554.0,584.0
2012-01-01 00:03:12,801.0,712.0,191.0
2012-01-01 00:03:13,46.0,776.0,642.0
2012-01-01 00:03:14,474.0,940.0,788.0
2012-01-01 00:03:15,185.0,737.0,475.0
2012-01-01 00:03:16,480.0,634.0,610.0
2012-01-01 00:03:17,935.0,689.0,964.0
2012-01-01 00:03:18,429.0,755.0,429.0
2012-01-01 00:03:19,104.0,734.0,169.0
2012-01-01 00:03:20,564.0,236.0,672.0
2012-01-01 00:03:21,374.0,472.0,149.0
2012-01-01 00:03:22,825.0,519.0,904.0
2012-01-01 00:03:23,906.0,990.0,220.0
2012-01-01 00:03:24,982.0,292.0,626.0
