physical_quantity,power,energy,voltage
type,active,reactive,
,,,
2012-01-01 00:00:00,948.0,84.0,720.0
2012-01-01 00:00:01,185.0,34.0,246.0
2012-01-01 00:00:02,438.0,921.0,301.0
2012-01-01 00:00:03,152.0,212.0,759.0
2012-01-01 00:00:04,650.0,791.0,589.0
2012-01-01 00:00:05,407.0,328.0,897.0
2012-01-01 00:00:06,5.0,792.0,848.0
2012-01-01 00:00:07,514.0,132.0,415.0
2012-01-01 00:00:08,303.0,566.0,732.0
2012-01-01 00:00:09,419.0,803.0,892.0
2012-01-01 00:00:10,118.0,636.0,920.0
2012-01-01 00:00:11,951.0,411.0,891.0
2012-01-01 00:00:12,930.0,499.0,140.0
2012-01-01 00:00:13,334.0,368.0,315.0
2012-01-01 00:00:14,282.0,74.0,773.0
2012-01-01 00:00:15,55.0,154.0,681.0
2012-01-01 00:00:16,989.0,736.0,37.0
2012-01-01 00:00:17,438.0,18.0,876.0
2012-01-01 00:00:18,213.0,870.0,140.0
2012-01-01 00:00:19,579.0,773.0,924.0
2012-01-01 00:00:20,605.0,728.0,444.0
2012-01-01 00:00:21,14.0,139.0,532.0
2012-01-01 00:00:22,849.0,792.0,805.0
2012-01-01 00:00:23,250.0,324.0,715.0
2012-01-01 00:00:24,48.0,28.0,957.0
2012-01-01 00:00:25,681.0,277.0,250.0
2012-01-01 00:00:26,487.0,606.0,815.0
2012-01-01 00:00:27,539.0,238.0,150.0
2012-01-01 00:00:28,564.0,881.0,382.0
2012-01-01 00:00:29,382.0,783.0,955.0
2012-01-01 00:00:30,551.0,118.0,864.0
2012-01-01 00:00:31,550.0,67.0,773.0
2012-01-01 00:00:32,302.0,138.0,777.0
2012-01-01 00:00:33,286.0,838.0,397.0
2012-01-01 00:00:34,629.0,186.0,389.0
2012-01-01 00:00:35,484.0,825.0,627.0
2012-01-01 00:00:36,878.0,529.0,32.0
2012-01-01 00:00:37,925.0,595.0,475.0
2012-01-01 00:00:38,874.0,0.0,696.0
2012-01-01 00:00:39,336.0,186.0,921.0
2012-01-01 00:00:40,180.0,145.0,613.0
2012-01-01 00:00:41,23.0,273.0,166.0
2012-01-01 00:00:42,750.0,206.0,931.0
2012-01-01 00:00:43,89.0,927.0,723.0
2012-01-01 00:00:44,69.0,90.0,126.0
2012-01-01 00:00:45,71.0,806.0,85.0
2012-01-01 00:00:46,36.0,549.0,966.0
2012-01-01 00:00:47,968.0,673.0,239.0
2012-01-01 00:00:48,481.0,411.0,446.0
2012-01-01 00:00:49,456.0,541.0,229.0
2012-01-01 00:00:50,40.0,377.0,734.0
2012-01-01 00:00:51,263.0,250.0,263.0
2012-01-01 00:00:52,100.0,973.0,8.0
2012-01-01 00:00:53,234.0,865.0,152.0
2012-01-01 00:00:54,904.0,63.0,770.0
2012-01-01 00:00:55,504.0,357.0,479.0
2012-01-01 00:00:56,538.0,125.0,498.0
2012-01-01 00:00:57,585.0,65.0,628.0
2012-01-01 00:00:58,849.0,58.0,679.0
2012-01-01 00:00:59,791.0,150.0,936.0
2012-01-01 00:01:00,252.0,308.0,816.0
2012-01-01 00:01:01,193.0,572.0,63.0
2012-01-01 00:01:02,929.0,282.0,63.0
2012-01-01 00:01:03,366.0,827.0,802.0
2012-01-01 00:01:04,52.0,199.0,377.0
2012-01-01 00:01:05,767.0,123.0,70.0
2012-01-01 00:01:06,953.0,140.0,459.0
2012-01-01 00:01:07,626.0,588.0,308.0
2012-01-01 00:01:08,16.0,184.0,315.0
2012-01-01 00:01:09,910.0,77.0,886.0
2012-01-01 00:01:10,402.0,162.0,145.0
2012-01-01 00:01:11,528.0,851.0,152.0
2012-01-01 00:01:12,804.0,406.0,150.0
2012-01-01 00:01:13,458.0,557.0,723.0
2012-01-01 00:01:14,134.0,598.0,829.0
2012-01-01 00:01:15,406.0,602.0,212.0
2012-01-01 00:01:16,148.0,313.0,991.0
2012-01-01 00:01:17,945.0,667.0,100.0
2012-01-01 00:01:18,65.0,348.0,369.0
2012-01-01 00:01:19,520.0,34.0,485.0
2012-01-01 00:01:20,742.0,878.0,60.0
2012-01-01 00:01:21,579.0,893.0,469.0
2012-01-01 00:01:22,790.0,389.0,99.0
2012-01-01 00:01:23,467.0,452.0,907.0
2012-01-01 00:01:24,314.0,832.0,678.0
2012-01-01 00:01:25,808.0,514.0,125.0
2012-01-01 00:01:26,41.0,682.0,631.0
2012-01-01 00:01:27,212.0,705.0,95.0
2012-01-01 00:01:28,284.0,174.0,475.0
2012-01-01 00:01:29,224.0,921.0,252.0
2012-01-01 00:01:30,654.0,300.0,985.0
2012-01-01 00:01:31,200.0,828.0,468.0
2012-01-01 00:01:32,403.0,304.0,282.0
2012-01-01 00:01:33,233.0,704.0,776.0
2012-01-01 00:01:34,379.0,953.0,306.0
2012-01-01 00:01:35,933.0,595.0,376.0
2012-01-01 00:01:36,658.0,683.0,266.0
2012-01-01 00:01:37,381.0,845.0,216.0
2012-01-01 00:01:38,75.0,940.0,646.0
2012-01-01 00:01:39,130.0,358.0,253.0
2012-01-01 00:01:40,463.0,317.0,256.0
2012-01-01 00:01:41,526.0,939.0,522.0
2012-01-01 00:01:42,896.0,258.0,149.0
2012-01-01 00:01:43,426.0,645.0,533.0
2012-01-01 00:01:44,108.0,305.0,795.0
2012-01-01 00:01:45,845.0,237.0,735.0
2012-01-01 00:01:46,377.0,540.0,388.0
2012-01-01 00:01:47,363.0,418.0,650.0
2012-01-01 00:01:48,256.0,879.0,774.0
2012-01-01 00:01:49,386.0,469.0,30.0
2012-01-01 00:01:50,386.0,272.0,529.0
2012-01-01 00:01:51,78.0,252.0,886.0
2012-01-01 00:01:52,628.0,485.0,354.0
2012-01-01 00:01:53,847.0,104.0,605.0
2012-01-01 00:01:54,98.0,755.0,656.0
2012-01-01 00:01:55,846.0,169.0,241.0
2012-01-01 00:01:56,794.0,960.0,797.0
2012-01-01 00:01:57,925.0,251.0,68.0
2012-01-01 00:01:58,192.0,515.0,138.0
2012-01-01 00:01:59,185.0,140.0,777.0
2012-01-01 00:02:00,875.0,727.0,467.0
2012-01-01 00:02:01,273.0,598.0,616.0
2012-01-01 00:02:02,681.0,106.0,98.0
2012-01-01 00:02:03,171.0,829.0,858.0
2012-01-01 00:02:04,846.0,663.0,285.0
2012-01-01 00:02:05,448.0,552.0,764.0
2012-01-01 00:02:06,66.0,486.0,535.0
2012-01-01 00:02:07,287.0,958.0,643.0
2012-01-01 00:02:08,993.0,0.0,20.0
2012-01-01 00:02:09,391.0,301.0,139.0
2012-01-01 00:02:10,128.0,405.0,205.0
2012-01-01 00:02:11,472.0,667.0,199.0
2012-01-01 00:02:12,63.0,423.0,100.0
2012-01-01 00:02:13,728.0,54.0,342.0
2012-01-01 00:02:14,827.0,619.0,228.0
2012-01-01 00:02:15,40.0,719.0,58.0
2012-01-01 00:02:16,451.0,485.0,931.0
2012-01-01 00:02:17,800.0,364.0,492.0
2012-01-01 00:02:18,496.0,221.0,44.0
2012-01-01 00:02:19,888.0,510.0,74.0
2012-01-01 00:02:20,49.0,46.0,460.0
2012-01-01 00:02:21,630.0,683.0,963.0
2012-01-01 00:02:22,855.0,32.0,992.0
2012-01-01 00:02:23,331.0,276.0,992.0
2012-01-01 00:02:24,173.0,224.0,712.0
2012-01-01 00:02:25,414.0,61.0,889.0
2012-01-01 00:02:26,733.0,271.0,779.0
2012-01-01 00:02:27,53.0,879.0,392.0
2012-01-01 00:02:28,290.0,692.0,938.0
2012-01-01 00:02:29,325.0,472.0,311.0
2012-01-01 00:02:30,447.0,155.0,726.0
2012-01-01 00:02:31,796.0,341.0,377.0
2012-01-01 00:02:32,441.0,151.0,659.0
2012-01-01 00:02:33,666.0,742.0,736.0
2012-01-01 00:02:34,402.0,345.0,293.0
2012-01-01 00:02:35,571.0,898.0,918.0
2012-01-01 00:02:36,108.0,826.0,730.0
2012-01-01 00:02:37,90.0,73.0,279.0
2012-01-01 00:02:38,439.0,691.0,228.0
2012-01-01 00:02:39,552.0,193.0,353.0
2012-01-01 00:02:40,917.0,880.0,113.0
2012-01-01 00:02:41,961.0,27.0,743.0
2012-01-01 00:02:42,105.0,727.0,805.0
2012-01-01 00:02:43,359.0,213.0,834.0
2012-01-01 00:02:44,441.0,745.0,164.0
2012-01-01 00:02:45,385.0,440.0,214.0
2012-01-01 00:02:46,460.0,590.0,864.0
2012-01-01 00:02:47,300.0,52.0,76.0
2012-01-01 00:02:48,467.0,6.0,375.0
2012-01-01 00:02:49,460.0,422.0,579.0
2012-01-01 00:02:50,830.0,685.0,218.0
2012-01-01 00:02:51,223.0,513.0,142.0
2012-01-01 00:02:52,516.0,258.0,655.0
2012-01-01 00:02:53,560.0,857.0,645.0
2012-01-01 00:02:54,802.0,165.0,979.0
2012-01-01 00:02:55,597.0,575.0,468.0
2012-01-01 00:02:56,927.0,768.0,636.0
2012-01-01 00:02:57,47.0,278.0,273.0
2012-01-01 00:02:58,144.0,228.0,542.0
2012-01-01 00:02:59,988.0,949.0,972.0
2012-01-01 00:03:00,315.0,766.0,833.0
2012-01-01 00:03:01,72.0,991.0,85.0
2012-01-01 00:03:02,361.0,17.0,890.0
2012-01-01 00:03:03,273.0,82.0,364.0
2012-01-01 00:03:04,101.0,190.0,286.0
2012-01-01 00:03:05,284.0,855.0,96.0
2012-01-01 00:03:06,881.0,722.0,254.0
2012-01-01 00:03:07,591.0,178.0,543.0
2012-01-01 00:03:08,788.0,925.0,262.0
2012-01-01 00:03:09,805.0,651.0,698.0
2012-01-01 00:03:10,347.0,13.0,326.0
2012-01-01 00:03:11,528.0,662.0,588.0
2012-01-01 00:03:12,19.0,505.0,250.0
2012-01-01 00:03:13,644.0,133.0,908.0
2012-01-01 00:03:14,642.0,180.0,926.0
2012-01-01 00:03:15,130.0,391.0,70.0
2012-01-01 00:03:16,49.0,109.0,582.0
2012-01-01 00:03:17,74.0,983.0,954.0
2012-01-01 00:03:18,20.0,403.0,604.0
2012-01-01 00:03:19,745.0,841.0,432.0
2012-01-01 00:03:20,463.0,457.0,293.0
2012-01-01 00:03:21,288.0,633.0,964.0
2012-01-01 00:03:22,570.0,779.0,391.0
2012-01-01 00:03:23,453.0,342.0,687.0
2012-01-01 00:03:24,617.0,706.0,549.0
