physical_quantity,power,energy,voltage
type,active,reactive,
,,,
2012-01-01 00:00:00,16.0,849.0,745.0
2012-01-01 00:00:01,807.0,910.0,851.0
2012-01-01 00:00:02,558.0,304.0,945.0
2012-01-01 00:00:03,351.0,414.0,153.0
2012-01-01 00:00:04,569.0,651.0,629.0
2012-01-01 00:00:05,809.0,347.0,342.0
2012-01-01 00:00:06,425.0,46.0,3.0
2012-01-01 00:00:07,835.0,511.0,669.0
2012-01-01 00:00:08,679.0,177.0,136.0
2012-01-01 00:00:09,857.0,928.0,563.0
2012-01-01 00:00:10,763.0,172.0,2.0
2012-01-01 00:00:11,355.0,717.0,513.0
2012-01-01 00:00:12,387.0,56.0,316.0
2012-01-01 00:00:13,740.0,854.0,650.0
2012-01-01 00:00:14,866.0,609.0,895.0
2012-01-01 00:00:15,660.0,764.0,122.0
2012-01-01 00:00:16,437.0,930.0,297.0
2012-01-01 00:00:17,904.0,397.0,349.0
2012-01-01 00:00:18,513.0,720.0,956.0
2012-01-01 00:00:19,14.0,458.0,624.0
2012-01-01 00:00:20,860.0,138.0,373.0
2012-01-01 00:00:21,440.0,83.0,322.0
2012-01-01 00:00:22,134.0,256.0,972.0
2012-01-01 00:00:23,946.0,40.0,366.0
2012-01-01 00:00:24,634.0,443.0,786.0
2012-01-01 00:00:25,701.0,925.0,15.0
2012-01-01 00:00:26,401.0,542.0,930.0
2012-01-01 00:00:27,27.0,628.0,121.0
2012-01-01 00:00:28,232.0,503.0,984.0
2012-01-01 00:00:29,907.0,367.0,875.0
2012-01-01 00:00:30,407.0,863.0,470.0
2012-01-01 00:00:31,89.0,936.0,708.0
2012-01-01 00:00:32,829.0,76.0,193.0
2012-01-01 00:00:33,376.0,691.0,282.0
2012-01-01 00:00:34,952.0,495.0,407.0
2012-01-01 00:00:35,579.0,766.0,126.0
2012-01-01 00:00:36,757.0,63.0,787.0
2012-01-01 00:00:37,264.0,102.0,574.0
2012-01-01 00:00:38,664.0,633.0,444.0
2012-01-01 00:00:39,497.0,41.0,356.0
2012-01-01 00:00:40,130.0,184.0,444.0
2012-01-01 00:00:41,468.0,520.0,810.0
2012-01-01 00:00:42,682.0,918.0,597.0
2012-01-01 00:00:43,144.0,908.0,328.0
2012-01-01 00:00:44,915.0,470.0,850.0
2012-01-01 00:00:45,177.0,913.0,373.0
2012-01-01 00:00:46,949.0,464.0,399.0
2012-01-01 00:00:47,12.0,212.0,445.0
2012-01-01 00:00:48,99.0,867.0,383.0
2012-01-01 00:00:49,316.0,807.0,565.0
2012-01-01 00:00:50,207.0,493.0,451.0
2012-01-01 00:00:51,964.0,949.0,313.0
2012-01-01 00:00:52,530.0,924.0,545.0
2012-01-01 00:00:53,388.0,781.0,888.0
2012-01-01 00:00:54,895.0,78.0,568.0
2012-01-01 00:00:55,111.0,521.0,222.0
2012-01-01 00:00:56,858.0,168.0,535.0
2012-01-01 00:00:57,468.0,208.0,550.0
2012-01-01 00:00:58,91.0,595.0,96.0
2012-01-01 00:00:59,372.0,12.0,190.0
2012-01-01 00:01:00,485.0,250.0,389.0
2012-01-01 00:01:01,347.0,423.0,554.0
2012-01-01 00:01:02,116.0,711.0,564.0
2012-01-01 00:01:03,521.0,278.0,479.0
2012-01-01 00:01:04,537.0,960.0,942.0
2012-01-01 00:01:05,885.0,673.0,515.0
2012-01-01 00:01:06,379.0,413.0,898.0
2012-01-01 00:01:07,991.0,435.0,447.0
2012-01-01 00:01:08,409.0,744.0,141.0
2012-01-01 00:01:09,757.0,769.0,441.0
2012-01-01 00:01:10,44.0,49.0,259.0
2012-01-01 00:01:11,136.0,905.0,739.0
2012-01-01 00:01:12,635.0,391.0,592.0
2012-01-01 00:01:13,314.0,117.0,618.0
2012-01-01 00:01:14,786.0,533.0,490.0
2012-01-01 00:01:15,610.0,152.0,83.0
2012-01-01 00:01:16,52.0,536.0,142.0
2012-01-01 00:01:17,707.0,282.0,388.0
2012-01-01 00:01:18,915.0,24.0,458.0
2012-01-01 00:01:19,724.0,207.0,742.0
2012-01-01 00:01:20,451.0,726.0,478.0
2012-01-01 00:01:21,154.0,677.0,264.0
2012-01-01 00:01:22,830.0,685.0,119.0
2012-01-01 00:01:23,838.0,275.0,668.0
2012-01-01 00:01:24,787.0,252.0,346.0
2012-01-01 00:01:25,369.0,695.0,609.0
2012-01-01 00:01:26,206.0,399.0,163.0
2012-01-01 00:01:27,496.0,301.0,354.0
2012-01-01 00:01:28,938.0,415.0,707.0
2012-01-01 00:01:29,78.0,162.0,639.0
2012-01-01 00:01:30,243.0,731.0,32.0
2012-01-01 00:01:31,417.0,601.0,389.0
2012-01-01 00:01:32,126.0,66.0,689.0
2012-01-01 00:01:33,476.0,383.0,744.0
2012-01-01 00:01:34,534.0,658.0,704.0
2012-01-01 00:01:35,813.0,865.0,380.0
2012-01-01 00:01:36,762.0,23.0,885.0
2012-01-01 00:01:37,888.0,939.0,248.0
2012-01-01 00:01:38,825.0,741.0,547.0
2012-01-01 00:01:39,896.0,605.0,342.0
2012-01-01 00:01:40,589.0,294.0,26.0
2012-01-01 00:01:41,209.0,212.0,676.0
2012-01-01 00:01:42,549.0,378.0,507.0
2012-01-01 00:01:43,818.0,594.0,143.0
2012-01-01 00:01:44,188.0,218.0,887.0
2012-01-01 00:01:45,459.0,639.0,962.0
2012-01-01 00:01:46,768.0,306.0,409.0
2012-01-01 00:01:47,157.0,144.0,140.0
2012-01-01 00:01:48,251.0,53.0,246.0
2012-01-01 00:01:49,25.0,173.0,134.0
2012-01-01 00:01:50,15.0,444.0,919.0
2012-01-01 00:01:51,247.0,897.0,268.0
2012-01-01 00:01:52,157.0,636.0,826.0
2012-01-01 00:01:53,418.0,619.0,461.0
2012-01-01 00:01:54,176.0,525.0,496.0
2012-01-01 00:01:55,446.0,179.0,90.0
2012-01-01 00:01:56,646.0,772.0,565.0
2012-01-01 00:01:57,632.0,686.0,757.0
2012-01-01 00:01:58,164.0,174.0,157.0
2012-01-01 00:01:59,271.0,339.0,106.0
2012-01-01 00:02:00,500.0,579.0,847.0
2012-01-01 00:02:01,293.0,901.0,722.0
2012-01-01 00:02:02,429.0,655.0,63.0
2012-01-01 00:02:03,728.0,858.0,314.0
2012-01-01 00:02:04,857.0,902.0,791.0
2012-01-01 00:02:05,156.0,468.0,56.0
2012-01-01 00:02:06,265.0,222.0,801.0
2012-01-01 00:02:07,953.0,325.0,104.0
2012-01-01 00:02:08,797.0,112.0,919.0
2012-01-01 00:02:09,361.0,722.0,197.0
2012-01-01 00:02:10,142.0,875.0,871.0
2012-01-01 00:02:11,769.0,167.0,526.0
2012-01-01 00:02:12,533.0,914.0,689.0
2012-01-01 00:02:13,726.0,611.0,897.0
2012-01-01 00:02:14,728.0,791.0,57.0
2012-01-01 00:02:15,274.0,580.0,328.0
2012-01-01 00:02:16,908.0,391.0,459.0
2012-01-01 00:02:17,859.0,530.0,708.0
2012-01-01 00:02:18,20.0,864.0,232.0
2012-01-01 00:02:19,217.0,736.0,986.0
2012-01-01 00:02:20,834.0,780.0,872.0
2012-01-01 00:02:21,856.0,2.0,595.0
2012-01-01 00:02:22,73.0,389.0,770.0
2012-01-01 00:02:23,765.0,617.0,870.0
2012-01-01 00:02:24,635.0,882.0,526.0
2012-01-01 00:02:25,615.0,629.0,265.0
2012-01-01 00:02:26,574.0,100.0,404.0
2012-01-01 00:02:27,333.0,199.0,610.0
2012-01-01 00:02:28,949.0,900.0,928.0
2012-01-01 00:02:29,932.0,34.0,571.0
2012-01-01 00:02:30,946.0,906.0,92.0
2012-01-01 00:02:31,785.0,954.0,548.0
2012-01-01 00:02:32,55.0,873.0,543.0
2012-01-01 00:02:33,720.0,577.0,347.0
2012-01-01 00:02:34,544.0,949.0,973.0
2012-01-01 00:02:35,549.0,669.0,262.0
2012-01-01 00:02:36,355.0,281.0,872.0
2012-01-01 00:02:37,983.0,816.0,369.0
2012-01-01 00:02:38,788.0,436.0,589.0
2012-01-01 00:02:39,334.0,479.0,781.0
2012-01-01 00:02:40,991.0,601.0,818.0
2012-01-01 00:02:41,209.0,705.0,274.0
2012-01-01 00:02:42,791.0,690.0,24.0
2012-01-01 00:02:43,257.0,877.0,801.0
2012-01-01 00:02:44,248.0,115.0,122.0
2012-01-01 00:02:45,311.0,428.0,378.0
2012-01-01 00:02:46,303.0,584.0,673.0
2012-01-01 00:02:47,177.0,345.0,812.0
2012-01-01 00:02:48,231.0,197.0,779.0
2012-01-01 00:02:49,264.0,905.0,20.0
2012-01-01 00:02:50,126.0,445.0,975.0
2012-01-01 00:02:51,548.0,754.0,272.0
2012-01-01 00:02:52,418.0,909.0,763.0
2012-01-01 00:02:53,156.0,715.0,736.0
2012-01-01 00:02:54,342.0,3.0,637.0
2012-01-01 00:02:55,176.0,675.0,117.0
2012-01-01 00:02:56,650.0,222.0,723.0
2012-01-01 00:02:57,779.0,387.0,873.0
2012-01-01 00:02:58,367.0,828.0,630.0
2012-01-01 00:02:59,654.0,650.0,417.0
2012-01-01 00:03:00,2.0,678.0,415.0
2012-01-01 00:03:01,732.0,20.0,978.0
2012-01-01 00:03:02,353.0,674.0,721.0
2012-01-01 00:03:03,493.0,587.0,14.0
2012-01-01 00:03:04,489.0,585.0,660.0
2012-01-01 00:03:05,129.0,786.0,271.0
2012-01-01 00:03:06,677.0,510.0,174.0
2012-01-01 00:03:07,354.0,674.0,452.0
2012-01-01 00:03:08,300.0,517.0,998.0
2012-01-01 00:03:09,525.0,731.0,72.0
2012-01-01 00:03:10,733.0,562.0,741.0
2012-01-01 00:03:11,534.0,575.0,899.0
2012-01-01 00:03:12,418.0,361.0,920.0
2012-01-01 00:03:13,162.0,801.0,770.0
2012-01-01 00:03:14,742.0,854.0,8.0
2012-01-01 00:03:15,23.0,245.0,84.0
2012-01-01 00:03:16,920.0,85.0,518.0
2012-01-01 00:03:17,987.0,262.0,243.0
2012-01-01 00:03:18,866.0,785.0,889.0
2012-01-01 00:03:19,189.0,637.0,728.0
2012-01-01 00:03:20,925.0,264.0,305.0
2012-01-01 00:03:21,389.0,915.0,785.0
2012-01-01 00:03:22,633.0,796.0,768.0
2012-01-01 00:03:23,805.0,426.0,872.0
2012-01-01 00:03:24,25.0,136.0,899.0
